chrom1	coord1	chrom2	coord2
4	75042490	4	75082522
4	75106794	4	75504413
4	75108819	4	82525509
4	75302292	4	76820535
4	75322514	4	75324370
4	75341084	4	75344537
4	75372780	4	103890766
4	75402213	4	76680916
4	75417609	4	75847450
4	75422173	4	76922502
4	75512037	4	121192999
4	75585500	4	85881171
4	75595680	4	76341311
4	75640829	4	103076670
4	75891290	4	105734318
4	75915507	4	84245392
4	75938839	4	76123737
4	75945569	4	103434606
4	75988088	10	34656647
4	76089252	4	103424064
4	76094303	4	76127946
4	76176086	4	76338745
4	76329054	4	77457498
4	76511348	4	114585130
4	76650724	4	84415942
4	76777573	4	103626096
4	76837114	4	79596040
4	76858101	4	79548563
4	76909748	4	77702615
4	77074931	4	77136165
4	77102448	4	77177311
4	77446138	4	152931286
4	77496191	5	142295689
4	77578846	4	149432160
4	78071852	4	78186194
4	78185667	4	101590528
4	78290168	4	113084710
4	78511812	4	92600846
4	78549772	4	96285789
4	78570199	4	84222917
4	78637583	4	89979156
4	78668396	4	116112453
4	78775226	4	114557083
4	78787409	4	115293718
4	78821010	4	84386792
4	78828136	4	80980825
4	78856948	4	101018957
4	79012421	4	96242544
4	79168036	4	90114619
4	79262574	4	96812238
4	79308515	4	79310702
4	79313050	4	79343725
4	79343726	4	79750810
4	79345755	4	125495379
4	79390811	4	80992187
4	79496911	4	79557227
4	79548563	4	79966308
4	79682426	4	115975196
4	79826922	4	83661291
4	79826921	4	83571276
4	79920154	4	79962833
4	79962833	4	111788698
4	79969640	4	80068238
4	80005830	4	121122433
4	80138302	4	96525534
4	80153321	4	85385145
4	80393314	4	107592561
4	80831517	4	99204020
4	80845191	4	110490875
4	80926929	4	80953250
4	81133699	4	81438868
4	81163959	4	81284418
4	81189284	4	102090484
4	81248039	4	108533871
4	81295469	4	81306614
4	81366713	4	83745001
4	81367378	4	84174261
4	81376295	4	124498026
4	81435293	4	122939062
4	81439968	4	97341675
4	81466389	4	82331471
4	81502172	4	104527225
4	81533474	4	81560493
4	81718633	8	76682535
4	81812388	4	91330465
4	82031110	4	83771743
4	82031110	6	110556777
4	82052590	4	118412101
4	82146475	4	104561334
4	82157453	4	94731217
4	82187428	4	86025424
4	82255875	4	104476348
4	82451342	4	131823365
4	82644167	4	97813736
4	82690947	4	124478844
4	82733793	4	97329070
4	82819775	4	115468852
4	82890854	4	82896009
4	83018325	4	137759507
4	83026731	4	134670932
4	83070334	4	83110512
4	83168543	4	104845537
4	83194614	4	131079290
4	83337953	4	88608393
4	83360459	4	83696051
4	83408926	4	114130652
4	83411234	4	83496429
4	83533741	4	85460052
4	83616009	4	83666457
4	83624312	4	83627152
4	83844673	4	84314918
4	83944812	4	94252775
4	84045693	4	103647890
4	84114957	4	96261775
4	84126811	4	96581497
4	84136599	4	96582947
4	84303563	4	84304528
4	84390839	4	113797500
4	84816105	4	94566889
4	84871025	4	84902100
4	84877758	4	104639753
4	84979980	4	97396641
4	85008861	4	85529191
4	85046232	4	97368283
4	85086887	4	90020321
4	85300780	4	90260501
4	85315647	4	123088092
4	85337436	4	93385814
4	85530590	4	96462392
4	85533026	4	109678546
4	85545404	4	96810436
4	85650186	4	88793555
4	85651701	4	89153392
4	85669017	4	121198215
4	85676021	4	85700623
4	85683397	4	121191096
4	85708645	4	85708796
4	85708795	4	85719584
4	85733174	4	85780482
4	85822706	4	100412747
4	85888500	4	85891042
4	86202103	4	100376784
4	86224063	4	86458591
4	86225526	4	86234768
4	86238922	4	99109777
4	86242043	4	99745567
4	86295567	4	86301637
4	86301638	4	122658015
4	86312987	4	86313859
4	86346302	4	86353695
4	86366724	4	122631229
4	86427935	4	123316241
4	86433569	4	122552005
4	86477269	4	86479859
4	86478375	4	99183689
4	86505635	4	155358402
4	86531331	4	86546827
4	86533283	4	100099018
4	86572509	4	119953357
4	86615799	4	86625917
4	86653008	4	88747671
4	86653135	4	86661480
4	86690446	4	110971131
4	86698565	4	105601606
4	86738499	4	89299545
4	86797274	4	96933993
4	86807698	4	102540793
4	86970324	4	98476620
4	87013870	4	87055528
4	87023598	4	102890344
4	87118475	4	102535753
4	87376371	4	87482947
4	87406284	4	87470059
4	87434543	4	87489604
4	87470058	4	98915905
4	87528384	4	88086164
4	87541727	4	98505174
4	87546223	4	101514053
4	87578771	4	87589951
4	87612459	4	87619436
4	87686053	4	88292982
4	87686052	4	87716148
4	87784331	4	87797777
4	87876133	10	18164033
4	87877350	4	87878406
4	88111146	10	93305260
4	88193249	10	76112973
4	88234441	10	50305620
4	88373879	10	35270246
4	88507127	4	98842557
4	88549656	4	98842670
4	88646366	4	88764820
4	88789876	4	88883585
4	88791875	4	124148038
4	89014681	4	134722333
4	89089543	4	139662216
4	89135415	4	97830000
4	89152330	4	96787828
4	89159806	4	89172529
4	89184511	4	122867980
4	89196731	4	109644070
4	89197136	4	96812239
4	89206490	4	89212249
4	89214514	4	130509655
4	89230297	4	103152252
4	89401334	4	122914035
4	89455682	4	89623061
4	89667874	4	89957732
4	89746402	4	93057538
4	89768412	4	100449039
4	89791246	4	90996906
4	89956483	4	89958110
4	90231992	4	92045761
4	90293629	4	96427750
4	90523711	4	92485460
4	90727153	4	98219196
4	90760201	4	93535243
4	90822517	4	102502605
4	90894379	4	91029889
4	90943917	4	92982337
4	90971891	4	90975164
4	90994336	8	78817497
4	91109720	4	91163190
4	91184740	8	111672098
4	91201372	4	94222333
4	91245475	4	91246980
4	91267167	4	103330431
4	91279982	4	91282581
4	91586506	4	91595354
4	91715326	X	63370813
4	91897493	4	91913198
4	92151924	4	103482148
4	92168193	4	107231536
4	92187277	4	92188724
4	92234153	4	112825875
4	92247892	4	134177228
4	92272319	4	134329886
4	92314296	4	92520557
4	92359099	4	95794933
4	92398310	X	41880268
4	92402469	X	39042811
4	92628100	4	125302920
4	92804998	4	103333136
4	93040815	4	96454130
4	93146361	4	115830422
4	93172961	4	113493152
4	93182554	4	142266828
4	93231392	4	93233121
4	93268093	4	115830421
4	93745065	X	42338605
4	93801019	4	104109557
4	93870094	4	94027026
4	93973963	4	118475071
4	94085436	4	102470750
4	94085435	4	94087981
4	94165072	4	95183970
4	94243832	4	96539914
4	94258403	4	133471432
4	94276922	4	96582948
4	94285713	4	107305601
4	94295377	4	94626399
4	94321260	4	96589067
4	94388939	4	94443250
4	94425684	4	95163204
4	94443921	4	133442894
4	94473821	4	94489059
4	94518230	4	99063107
4	94529006	4	94565392
4	94897023	4	95482560
4	95254054	4	105124407
4	95455744	4	95483270
4	95455743	4	130808618
4	95662876	4	95977631
4	95668740	4	95759814
4	95691364	4	95759814
4	95955845	4	96105952
4	96148073	X	18320401
4	96246658	4	97351669
4	96357277	4	96509681
4	96407147	4	118353131
4	96423032	4	96427751
4	96427751	4	104795013
4	96593279	4	113840680
4	96638646	4	96989169
4	96677428	4	121144221
4	96677427	4	109603013
4	96772870	4	104053387
4	96853722	4	96860098
4	96914191	4	102529587
4	97123111	4	97194128
4	97164586	4	100815944
4	97391268	4	123973451
4	97506936	4	97723803
4	97558573	4	97566676
4	97577438	4	97587828
4	97754968	4	97773091
4	97800518	4	120800807
4	97811529	4	120825362
4	97942387	4	97947178
4	98290989	4	98870185
4	98320404	4	101355172
4	98390257	4	98935245
4	98458403	4	99835632
4	98471718	4	130974781
4	98501762	10	93742796
4	98546820	4	106077561
4	98594522	10	33908693
4	98594770	10	93711199
4	98617477	4	106073228
4	98625067	4	98786196
4	98664863	4	99887354
4	98683741	4	98704085
4	98772825	4	98776894
4	98809857	10	93770602
4	98932803	10	18165233
4	99038409	4	99615804
4	99088766	4	99270123
4	99136954	4	99147246
4	99183688	4	131578737
4	99213418	4	99225652
4	99217869	4	119858482
4	99331399	4	99985416
4	99366222	4	105876030
4	99390481	4	102867544
4	99469106	4	101283324
4	99500555	10	49001436
4	99643875	4	119401584
4	99643874	4	114576521
4	100092686	4	119180651
4	100124505	4	100139193
4	100293005	4	110499225
4	100457782	4	102955399
4	100593973	4	101213426
4	100721711	4	101126293
4	100772536	4	101134954
4	100842008	4	135669355
4	100842339	4	100966579
4	100853040	4	101032824
4	100873896	10	10912726
4	100929384	4	100988309
4	101279042	4	103821768
4	101283324	4	101318670
4	101284303	4	104755033
4	101305194	4	101311801
4	101305193	4	127645267
4	101619383	4	124863396
4	101694609	4	104833286
4	101767224	10	33918846
4	101798953	10	67963152
4	101843280	4	107816682
4	101846950	4	101861402
4	101913165	4	101980096
4	101958087	4	102142205
4	101994325	4	127643609
4	102072429	4	104773561
4	102137465	4	105720173
4	102167682	4	131522625
4	102247935	4	131461519
4	102253940	4	102351199
4	102304946	4	102314274
4	102704870	4	123383207
4	102750822	10	67530997
4	102785639	8	113898944
4	102938998	4	102945831
4	103159958	4	105828563
4	103893374	4	103893778
4	104059533	4	113399716
4	104721129	4	127811377
4	104721695	4	124474554
4	104828609	19	38492406
4	104931409	4	123837999
4	105041407	4	112456655
4	105062346	4	105064860
4	105062746	4	127411940
4	105067216	4	105083173
4	105071280	4	105073911
4	105078853	4	114880769
4	105153827	4	105391598
4	105164798	4	105180864
4	105229896	4	105394771
4	105250644	4	105314639
4	105286319	4	118949410
4	105288120	4	136104488
4	105300883	4	117467797
4	105326265	4	105601606
4	105372581	4	138019349
4	105442934	4	105454360
4	105462371	4	139382293
4	105505310	4	107273649
4	105691134	4	112510839
4	105711084	4	127609975
4	105897591	4	106094955
4	105942684	4	139018870
4	105961428	4	106862658
4	105990411	4	105995086
4	106002807	5	124664387
4	106004791	5	107635084
4	106007041	4	108315364
4	106048527	4	106081844
4	106193443	4	106198536
4	106267596	5	125071336
4	106398758	4	129310925
4	106414340	5	121968307
4	106490689	4	106546665
4	106546666	4	106994291
4	106730080	5	124284019
4	106755184	4	106842803
4	106766638	4	137786698
4	106821026	4	154032196
4	106860150	5	124709221
4	106909459	4	133414286
4	106944798	4	106969758
4	107218583	4	115446440
4	107599315	4	144628203
4	107667656	4	127928470
4	107686546	4	112508856
4	107775329	4	112985014
4	107886259	4	107904294
4	107974324	4	109327245
4	108090060	4	144707837
4	108091367	4	144677063
4	108100659	4	108119849
4	108128877	4	138628385
4	108166059	4	108185391
4	108170015	4	108508948
4	108186402	4	131726885
4	108209042	4	108441308
4	108232130	4	124019686
4	108270034	4	126290124
4	108310585	4	108327285
4	108315365	4	108331364
4	108331957	4	108588852
4	108525556	4	140861096
4	108540287	4	108676341
4	108605597	4	108608104
4	108676341	4	108687549
4	108698536	4	136892035
4	108765357	4	149260145
4	108816080	4	124677227
4	108920247	4	133880059
4	108963194	4	147797399
4	108973213	4	150157447
4	108979887	4	109061264
4	108985808	4	117772028
4	109160755	4	118587957
4	109163594	4	141777578
4	109250199	4	127899383
4	109364557	4	128220674
4	109404665	4	109429855
4	109850590	4	141663751
4	109941316	4	109948524
4	110080122	4	111188451
4	110131926	4	118334723
4	110256738	4	125550680
4	110259887	4	117074620
4	110267212	4	138078945
4	110308745	4	145078162
4	110473431	8	111044560
4	110815639	4	127862522
4	111053288	4	147492954
4	111196070	4	146780108
4	111203576	4	111332753
4	111260416	4	111307834
4	111266400	4	111295676
4	111273785	4	141897210
4	111290379	4	125414775
4	111491581	4	142654269
4	111502390	4	112747288
4	111712968	4	111819325
4	111742376	4	112149630
4	111806523	4	111809479
4	111927993	4	111966511
4	112083534	4	112089510
4	112263823	4	112280454
4	112288058	4	112290011
4	112301407	4	116284997
4	112325881	4	116331215
4	112341735	4	112353672
4	112393461	4	121396434
4	112470642	4	116327814
4	112510839	X	41996272
4	112778688	X	61080862
4	112784320	4	114824880
4	112856858	4	112862155
4	112866612	4	142665216
4	112956105	4	113618057
4	112957793	4	112970243
4	113020965	4	113038353
4	113481271	4	113482509
4	113596111	X	79607475
4	113668120	4	142173899
4	114085415	4	114094047
4	114238665	4	114257847
4	114365513	4	130831434
4	114391173	4	130822325
4	114595459	4	125188293
4	114602453	4	124191226
4	114612099	4	130509655
4	114624080	4	122948157
4	114637778	4	130146473
4	114691969	4	124934153
4	115105087	4	122321314
4	115119395	4	130728923
4	115259451	4	132161034
4	115317694	4	148964513
4	115444262	4	115449322
4	115662669	4	115664500
4	115672780	4	155565690
4	115675704	4	149081275
4	115698195	4	116944044
4	115701673	4	134044703
4	115738561	4	116424533
4	115774368	4	126311421
4	115780523	4	115784922
4	115782731	4	115802968
4	115839857	4	116015343
4	115839857	4	137824450
4	115887989	4	147438140
4	115915889	4	118332389
4	115926139	4	153867725
4	115975197	4	148854308
4	115979080	4	116079488
4	116118908	5	137156512
4	116119729	4	116307850
4	116124272	4	116153691
4	116132674	5	110799763
4	116188146	4	147552375
4	116190692	4	116212540
4	116198045	4	138268856
4	116524443	4	116764038
4	116559460	4	116600693
4	116623335	4	149094095
4	116708598	4	134239941
4	116739604	4	116755760
4	116778954	4	155179511
4	116875726	5	141610698
4	116970387	4	118605034
4	117061902	4	152793739
4	117074621	4	125856224
4	117114705	4	120409632
4	117151537	4	120675288
4	117158210	5	142650079
4	117189301	5	142761115
4	117196799	4	148026398
4	117249310	5	141607006
4	117319535	4	118814255
4	117319534	4	119004866
4	117532833	4	151485867
4	117697739	4	130581565
4	117730172	4	119759785
4	117840247	4	117846378
4	117907741	4	152039716
4	118099171	4	126990139
4	118136370	4	118174819
4	118153259	4	118290792
4	118299082	5	141438223
4	118363245	5	141508091
4	118401139	4	152402575
4	118451406	4	152476748
4	118607761	4	142949626
4	118609362	4	140008202
4	118655494	4	141569028
4	118694317	4	153132769
4	118783699	4	118826984
4	118785775	4	119233520
4	118862518	4	122594355
4	118867635	4	120660717
4	118877713	4	118881183
4	118974310	4	126453464
4	118975579	10	94011274
4	119089281	4	140312106
4	119089280	4	140321203
4	119258644	4	126839196
4	119262701	10	112737471
4	119284752	4	119533143
4	119410141	4	126704205
4	119519543	4	126316766
4	119580887	4	120094662
4	119613669	4	148680388
4	119666338	4	119729211
4	119672813	4	119993765
4	119689155	4	126177238
4	119698953	4	148737108
4	119827252	4	119931205
4	119889954	4	120469010
4	119933746	4	149396931
4	119980685	4	139099752
4	120007823	4	139701546
4	120036812	4	120115117
4	120038750	4	139675575
4	120078657	4	120358258
4	120206741	4	126135541
4	120278211	4	155607647
4	120331260	4	120411919
4	120400264	4	139417391
4	120443248	4	139439793
4	120444987	4	139114092
4	120448529	4	139652329
4	120509662	4	131273843
4	120536355	4	143564740
4	120561335	4	120675647
4	120588186	4	124826575
4	120694729	4	120700758
4	120778737	4	125076596
4	120873616	4	126254531
4	121013211	4	125485993
4	121111049	4	123281333
4	122321314	4	125493360
4	122480093	4	122505648
4	122552004	4	122670479
4	122589276	4	122649901
4	122620754	4	122822653
4	122621934	4	155358011
4	122636532	4	140665872
4	122645001	4	139317013
4	122696900	4	122841044
4	122727043	4	122818325
4	122833765	4	123518272
4	122907255	4	123029503
4	123011887	4	124199768
4	123143292	4	123468665
4	123432681	4	129753349
4	123433023	4	126696483
4	123457272	4	136707015
4	123460758	4	123903976
4	123575640	4	148155364
4	123588590	4	137456218
4	123614906	4	123621452
4	123788608	4	133884059
4	123804431	4	136271296
4	123986671	4	126645642
4	124018544	4	130384760
4	124134557	4	124139532
4	124168297	4	124224330
4	124278110	4	124296624
4	124405618	4	125102203
4	124441113	4	124470086
4	124499313	4	124500378
4	124511870	4	131353085
4	124531391	4	124941240
4	124596362	4	149552113
4	124603200	4	148115832
4	124690735	4	124761998
4	124723676	4	138751187
4	124784858	4	124953460
4	124932932	4	128172003
4	124953414	4	139506000
4	125165570	4	142674157
4	125241855	4	141998568
4	125561533	4	128034416
4	125696184	4	136120054
4	125756247	4	125783221
4	125834650	4	125893498
4	125851462	4	125878735
4	125873094	5	101014646
4	125909582	4	140069525
4	125922414	4	127483115
4	125957669	5	101160031
4	126001766	4	147642482
4	126034727	4	136211692
4	126080836	4	147900723
4	126110797	4	136036176
4	126189276	4	126220796
4	126261837	4	139820980
4	126446848	10	93833277
4	126447605	4	131304843
4	126748804	4	136235202
4	126807547	10	66769513
4	126830460	4	126858527
4	126891009	10	33063140
4	126912163	4	126964820
4	126990140	4	126991808
4	127126861	4	127445693
4	127141833	4	144774929
4	127280950	4	127382755
4	127489254	4	127889353
4	127517015	4	127832477
4	127517814	4	152098408
4	127687889	4	127693275
4	127758836	4	144259754
4	127949348	4	142954910
4	127975432	4	127976898
4	128048503	4	142927165
4	128238763	4	128239748
4	128278061	4	128402020
4	128308549	4	145741122
4	128330336	4	129447513
4	128402754	4	128747790
4	128426795	4	128441766
4	128459550	4	128668470
4	128515605	4	128524974
4	128524974	4	128558797
4	128530681	4	136229640
4	128554638	4	142745563
4	128569315	4	136400820
4	128628964	4	135206770
4	128681646	4	130278196
4	128751758	4	135765813
4	128766510	4	128770720
4	128790854	4	129113384
4	128790853	4	130312961
4	128883877	4	128954264
4	128922940	4	129977603
4	128931103	4	128941803
4	128942485	4	130018014
4	129017645	4	129047539
4	129027646	4	129335655
4	129061663	4	129503684
4	129136060	4	133636746
4	129247115	4	135983029
4	129254681	4	129271305
4	129315732	4	155252900
4	129400848	4	129413308
4	129737539	4	136544222
4	129812609	4	135388856
4	129868548	4	129974771
4	129931254	4	129949902
4	129949902	4	130160580
4	129977602	4	131706996
4	129983697	4	132976205
4	130004867	4	155049923
4	130066579	4	130157770
4	130185388	4	133017191
4	130237553	4	130298214
4	130248246	4	135904052
4	130254271	4	132868865
4	130295779	4	134940500
4	130308357	4	130314666
4	130324280	4	132970082
4	130523006	4	130842379
4	130649062	4	146971868
4	130684879	4	130695816
4	131079289	4	131083242
4	131169522	4	138596130
4	131180083	4	131182736
4	131186145	4	138775148
4	131270520	4	138859074
4	131322594	4	138873915
4	131335584	4	131448721
4	131445137	4	131445923
4	131509103	4	131564559
4	131523215	4	144993713
4	131562441	4	131563478
4	131592224	4	138745594
4	131594619	4	131694573
4	131656897	4	134055982
4	131903598	4	138889417
4	131983312	4	138897769
4	132103304	4	132192296
4	132366989	5	64568891
4	132397420	5	64812935
4	132397557	5	65295563
4	132516912	4	132526563
4	132523208	5	65425947
4	132614562	4	132745674
4	132631731	4	132647009
4	132784969	4	132786315
4	132787905	4	132862122
4	132831297	4	133069393
4	132862122	4	132880725
4	133065769	5	92930924
4	133080930	5	34700962
4	133083158	4	134180806
4	133179074	4	133620028
4	133181779	4	133200657
4	133267816	4	134067686
4	133288056	4	133301215
4	133332498	4	133773377
4	133522696	4	133532622
4	133704776	17	34525571
4	133765673	4	133991360
4	133841034	4	134180806
4	133845865	4	134279016
4	133960758	4	134047370
4	133960757	4	134066187
4	133975912	4	134016722
4	134011959	4	134091541
4	134075850	4	134237593
4	134467729	4	135504067
4	134717516	4	134763677
4	134895372	4	135758120
4	134917589	4	135108461
4	135053976	4	136028940
4	135064601	5	64850838
4	135082804	5	65755377
4	135114667	4	135297000
4	135115692	9	82933478
4	135130661	4	135136125
4	135132926	4	135180001
4	135210400	5	65121464
4	135213887	5	65192371
4	135383489	5	65600657
4	135431647	5	64944684
4	135513980	5	64933774
4	135544881	4	135549518
4	135589008	4	135663778
4	135745793	4	135770122
4	135852734	4	135931040
4	135975994	4	155008015
4	135996112	4	148021902
4	136008680	4	136018813
4	136063340	4	136841143
4	136120054	4	154116849
4	136134361	4	147831936
4	136211018	4	136549194
4	136211691	4	136591401
4	136306648	4	136506715
4	136359182	4	137046017
4	136439327	4	136658088
4	136626517	4	137195926
4	136682656	4	137438475
4	136709713	4	136717179
4	136928897	4	154920283
4	137033692	4	149693587
4	137137685	4	137146189
4	137142956	4	137160111
4	137197441	4	137216417
4	137197441	4	149519507
4	137226546	4	137275430
4	137252989	5	70480407
4	137346339	4	137376364
4	137361823	4	137667336
4	137392246	4	137394747
4	137410805	4	146899627
4	137432483	4	137444621
4	137438476	5	125550314
4	137585766	5	125760618
4	137649337	4	148125656
4	137718046	4	137818614
4	137718045	5	77347802
4	137736164	4	137818613
4	137831514	4	137831773
4	137882625	4	137909352
4	137891743	4	138897769
4	137897775	4	148198209
4	137933054	4	137939133
4	137957915	4	147586900
4	138023323	5	141371194
4	138040638	4	138041528
4	138112195	4	149703108
4	138139932	4	138233562
4	138261324	4	138436174
4	138292108	4	138292499
4	138399620	4	151562825
4	138475848	4	138562844
4	138485801	4	139424616
4	138530578	5	121968306
4	138536117	4	138571771
4	138546058	4	138635740
4	138554224	4	138585236
4	138673823	4	138739558
4	138707972	4	139248075
4	138728394	4	139114872
4	138914158	4	149073547
4	138932262	4	138962260
4	139031269	4	139206238
4	139159287	4	155360003
4	139220177	4	139234251
4	139223116	4	141153785
4	139255325	4	139264185
4	139345240	4	148662723
4	139514755	4	139611958
4	139694858	4	139719838
4	139704583	4	139708776
4	139916530	4	151543926
4	139941124	4	151606746
4	140086062	15	48362834
4	140163350	4	148492282
4	140192422	4	149552114
4	140219176	5	142290944
4	140245115	4	141424767
4	140245115	4	149235629
4	140256727	4	140460178
4	140271889	4	148262781
4	140401647	5	145663257
4	140410015	4	141059094
4	140443918	4	149234344
4	140512728	4	141135883
4	140554579	5	145735438
4	140655576	6	125085437
4	140718182	4	140778743
4	140727740	10	94371438
4	140756692	10	93898584
4	140852669	4	140867924
4	140895964	4	153869377
4	140982262	4	140991711
4	141041361	4	145742407
4	141250509	4	141256643
4	141273214	4	155140520
4	141290567	4	141367091
4	141362296	4	149609366
4	141439066	4	149687382
4	141450803	4	148112318
4	141472516	4	149689951
4	141537887	4	142997039
4	141571658	4	149654632
4	141624234	4	141642978
4	141657603	4	141663752
4	141692220	5	37624248
4	141809578	4	141825528
4	141925730	4	141949542
4	141971388	4	146045957
4	141993247	4	142087771
4	142014826	4	146361310
4	142345447	5	141862007
4	142371335	4	142402977
4	142745564	4	148492283
4	142800226	4	148570296
4	142840713	4	152003459
4	142874180	4	151895216
4	142987207	4	143005088
4	143052250	4	151975791
4	143160750	4	143171413
4	143358124	4	143427076
4	143445986	4	151268582
4	144025297	4	144040235
4	144026016	6	129830823
4	144070074	4	144527467
4	144115742	4	152346329
4	144487716	6	129447898
4	144565916	4	144578944
4	144631638	4	144800264
4	144677064	4	144695480
4	144735203	4	144848664
4	145741123	6	149255635
4	147292829	4	153442901
4	147319238	4	152273860
4	147330139	4	147530679
4	147330138	4	147453755
4	147424610	5	100924570
4	147637847	4	147642481
4	147642481	4	147656339
4	147920261	4	147949557
4	147951829	4	150450546
4	148110187	4	148509128
4	148154072	4	148217505
4	148209310	4	148406735
4	148257191	5	101469025
4	148533625	5	111205775
4	148565316	5	111640249
4	148613822	5	125474437
4	148635849	4	149338208
4	148667629	4	148668584
4	148676554	4	149310558
4	148834166	5	136758535
4	148886451	5	137136163
4	148957562	4	149076019
4	149072099	4	155076827
4	149143699	4	149149123
4	149229077	4	149229630
4	149234343	5	145717409
4	149609366	4	155203080
4	149610452	4	149824922
4	149738332	5	125720082
4	149774093	4	151387069
4	149814661	4	150171616
4	150171616	6	89213164
4	150191124	6	140606202
4	150214430	6	125252855
4	150297051	4	151787732
4	150315880	4	152583162
4	150342347	4	150374215
4	150342346	6	133811544
4	150395956	4	150398167
4	150428389	4	153312032
4	150637586	4	150645932
4	150745997	4	152424908
4	150804912	4	152721862
4	150823047	4	151039270
4	150961401	4	150986202
4	150971436	4	152424907
4	151036724	6	148996024
4	151058480	4	153114136
4	151157583	4	151281978
4	151228165	4	151273622
4	151387528	4	151420619
4	151403599	4	151631768
4	151436214	4	151440016
4	151442224	4	151449854
4	151631768	4	151661985
4	151743070	6	149021781
4	151878181	4	151997494
4	152067914	4	152097113
4	152526628	4	152562662
4	152562926	X	74939310
4	152580296	4	152867147
4	152900986	4	153087833
4	153100996	4	153106366
4	153231371	4	153255567
4	153267887	6	130353084
4	153313335	4	153317524
4	153456214	4	153506140
4	153517652	4	153754524
4	153636838	4	153987592
4	153722831	4	154060665
4	153789796	4	153968786
4	153827159	4	153832394
4	153859112	4	153869377
4	154035439	4	154042268
4	154206887	4	154619594
4	154435508	4	154436893
4	154468306	4	154626907
4	154489402	6	149338201
4	154499665	4	154522506
4	154688329	5	65082903
4	154702887	5	64448360
4	154740891	5	138613904
4	154758522	4	154820817
4	154916007	4	154930903
4	154933006	4	155154453
4	155098372	4	155146024
4	155101356	5	116171985
4	155176924	5	147586806
4	155216566	4	155323763
4	155227541	5	145663256
4	155244332	4	155454649
4	155327213	5	116371300
4	155607661	6	149088500
5	3117192	5	68485251
5	3132130	5	43504103
5	3240443	5	74921775
5	3592157	5	3604166
5	3600684	16	56541396
5	3743935	5	37513216
5	3806980	5	3812553
5	3833152	5	92415747
5	3928399	5	41939493
5	3934558	5	38654209
5	3934557	5	41842983
5	3945154	5	71848770
5	3946637	5	29833295
5	4031632	5	30520399
5	4195914	5	38102631
5	4212047	5	38209219
5	4214942	5	4224343
5	4218860	5	29999804
5	4419085	5	45976957
5	4475977	16	74427840
5	4545285	5	80971734
5	4545284	5	51044590
5	4841748	5	39750544
5	4889949	5	38326018
5	4934987	5	5253532
5	4947990	5	5751754
5	4983090	5	5104956
5	4993385	5	27560169
5	5037414	5	5649585
5	5049130	17	82295055
5	5151817	5	27103857
5	5160925	5	50771652
5	5190683	5	59604428
5	5213491	5	21201408
5	5262921	5	30702620
5	5293752	5	5297686
5	5294001	5	29878891
5	5302310	5	27993985
5	5309401	5	5321838
5	5347958	5	28436148
5	5394838	5	72209701
5	5429674	5	60271769
5	5657566	5	70443824
5	5667760	5	28821799
5	5691624	5	16967026
5	5755043	5	8932415
5	5925182	5	28072634
5	5949258	5	16094230
5	6013416	5	6218609
5	6080181	5	28350835
5	6149924	5	39715400
5	6197355	5	27991847
5	6324993	5	27323780
5	6498268	5	6501998
5	6523859	5	71837363
5	6539175	5	12927461
5	6598013	5	39641927
5	6660437	5	31443942
5	6675874	5	43181228
5	6726996	5	70998446
5	6731511	5	19941721
5	6766791	5	6799976
5	6796681	5	27401246
5	6814704	5	6826779
5	6854593	5	6876636
5	6918384	5	28747512
5	7028516	5	7040176
5	7127073	5	15876506
5	7219899	5	13897569
5	7265799	5	49799845
5	7335916	9	37404013
5	7400738	5	7455200
5	7450719	9	37517090
5	7463896	5	56959163
5	7470091	5	7471154
5	7541902	5	48298045
5	7592147	5	8953953
5	7607575	5	48103896
5	7636629	5	55811576
5	7650148	5	106491593
5	7748416	5	55194466
5	7834976	17	59566792
5	7847598	5	71443880
5	7917016	5	8320349
5	8299480	5	17347261
5	8311767	5	8318163
5	8323146	5	9420851
5	8445627	5	8448231
5	8445840	5	44523546
5	8445839	5	8447468
5	8480054	5	8527305
5	8486424	5	46279757
5	8495838	5	8496747
5	8565502	9	59116852
5	8613048	5	8628065
5	8674247	5	21210444
5	8737197	5	8932414
5	8797211	9	121373011
5	8834983	5	8861699
5	8847305	5	19225405
5	8860346	5	10674204
5	8970343	5	9582928
5	8996081	5	13829795
5	9030269	5	46366642
5	9140145	9	71876450
5	9252930	5	19247926
5	9314667	5	49415850
5	9315872	5	32646502
5	9570630	5	45269485
5	9574787	5	45240320
5	9591585	5	9591798
5	9704837	5	72281556
5	9786950	9	37321126
5	9840440	5	70893474
5	9843330	5	51859708
5	9909024	5	9915567
5	9909551	9	22237008
5	10002231	5	21503737
5	10120574	16	97663269
5	10383350	5	10390794
5	10451722	5	10482517
5	10648240	5	12914828
5	10675779	5	51444698
5	10766398	17	59607451
5	10788695	5	30828486
5	10844175	5	55867378
5	12014930	5	12063646
5	12131547	5	30852897
5	12203553	5	12317720
5	12211339	16	74024261
5	12238743	5	17794602
5	12248430	5	17653665
5	12315785	16	73988405
5	12328474	5	46049267
5	12378225	5	42117541
5	12604154	5	57142840
5	12643959	5	55551184
5	12689467	5	62204513
5	12927461	5	42630650
5	12937259	5	12960145
5	12962627	5	14582821
5	13030849	5	28016615
5	13065524	5	39919236
5	13157038	5	13165580
5	13273031	16	74242334
5	13378845	5	13380729
5	13707219	5	24543264
